bc.no,inter,species,cicon,compound,subclass,mol.wt,hydrolysis,timecourse,timepoint,time.unit,baseline.conc,base.error,conc,point.error,error.measure,source.graphno,metab.graphno,metab.measure
309,102,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,TRUE,3,hours,0,NA,0.025,NA,NA,NA,10201,µmol/L
309,102,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,TRUE,6,hours,0,NA,0.005,NA,NA,NA,10201,µmol/L
311,102,human,90112003,Urolithin A,Hydroxycoumarins,228,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,0.04,NA,NA,NA,10202,µmol/L
311,102,human,90112003,Urolithin A,Hydroxycoumarins,228,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,0.11,NA,NA,NA,10202,µmol/L
313,102,human,90112103,Urolithin B,Hydroxycoumarins,212,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,0.02,NA,NA,NA,10202,µmol/L
313,102,human,90112103,Urolithin B,Hydroxycoumarins,212,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,0.5,NA,NA,NA,10202,µmol/L
315,103,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,FALSE,NA,NA,NA,NA,NA,NA,SD,NA,NA,µmol/L
316,104,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,FALSE,NA,NA,NA,NA,NA,NA,SD,NA,NA,µmol/L
317,105,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,FALSE,NA,NA,NA,NA,NA,NA,SD,NA,NA,µmol/L
318,106,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,TRUE,0.25,hours,1.5,NA,1.6,NA,SD,NA,10601,ng/mL
318,106,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,TRUE,1,hours,1.5,NA,2.8,NA,NA,NA,10601,ng/mL
318,106,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,TRUE,2,hours,1.5,NA,2.8,NA,NA,NA,10601,ng/mL
318,106,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,TRUE,4,hours,1.5,NA,1,NA,NA,NA,10601,ng/mL
318,106,human,30100803,Ellagic acid,Hydroxybenzoic acids,302,None,TRUE,12,hours,1.5,NA,0.8,NA,NA,NA,10601,ng/mL
320,106,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,0.25,hours,0.1,NA,0.5,NA,SD,NA,10601,ng/mL
320,106,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,1,hours,0.1,NA,2.2,NA,NA,NA,10601,ng/mL
320,106,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,2,hours,0.1,NA,1.5,NA,NA,NA,10601,ng/mL
320,106,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,4,hours,0.1,NA,0.5,NA,NA,NA,10601,ng/mL
320,106,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,12,hours,0.1,NA,0.1,NA,NA,NA,10601,ng/mL
322,106,human,10105303,Cyanidin 3-O-sambubioside,Anthocyanins,581,None,TRUE,0.25,hours,0.1,NA,0.35,NA,SD,NA,10601,ng/mL
322,106,human,10105303,Cyanidin 3-O-sambubioside,Anthocyanins,581,None,TRUE,1,hours,0.1,NA,1.8,NA,NA,NA,10601,ng/mL
322,106,human,10105303,Cyanidin 3-O-sambubioside,Anthocyanins,581,None,TRUE,2,hours,0.1,NA,1.8,NA,NA,NA,10601,ng/mL
322,106,human,10105303,Cyanidin 3-O-sambubioside,Anthocyanins,581,None,TRUE,4,hours,0.1,NA,1.3,NA,NA,NA,10601,ng/mL
322,106,human,10105303,Cyanidin 3-O-sambubioside,Anthocyanins,581,None,TRUE,12,hours,0.1,NA,0.5,NA,NA,NA,10601,ng/mL
324,106,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,0.25,hours,0,NA,4,NA,SD,NA,10601,ng/mL
324,106,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,1,hours,0,NA,21,NA,NA,NA,10601,ng/mL
324,106,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,2,hours,0,NA,21,NA,NA,NA,10601,ng/mL
324,106,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,4,hours,0,NA,12,NA,NA,NA,10601,ng/mL
324,106,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,12,hours,0,NA,1,NA,NA,NA,10601,ng/mL
326,106,human,10106503,Cyanidin 3-O-xylosyl-rutinoside,Anthocyanins,727,None,TRUE,0.25,hours,0,NA,1,NA,SD,NA,10601,ng/mL
326,106,human,10106503,Cyanidin 3-O-xylosyl-rutinoside,Anthocyanins,727,None,TRUE,1,hours,0,NA,5.5,NA,NA,NA,10601,ng/mL
326,106,human,10106503,Cyanidin 3-O-xylosyl-rutinoside,Anthocyanins,727,None,TRUE,2,hours,0,NA,6,NA,NA,NA,10601,ng/mL
326,106,human,10106503,Cyanidin 3-O-xylosyl-rutinoside,Anthocyanins,727,None,TRUE,4,hours,0,NA,5,NA,NA,NA,10601,ng/mL
326,106,human,10106503,Cyanidin 3-O-xylosyl-rutinoside,Anthocyanins,727,None,TRUE,12,hours,0,NA,1,NA,NA,NA,10601,ng/mL
328,107,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,1,hours,37,NA,55,NA,SEM,10701,NA,nmol/L
328,107,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,2,hours,37,NA,85,NA,NA,10701,NA,nmol/L
328,107,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,4,hours,37,NA,45,NA,NA,10701,NA,nmol/L
331,107,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,1,hours,110,NA,98,NA,NA,10702,NA,nmol/L
331,107,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,2,hours,110,NA,98,NA,NA,10702,NA,nmol/L
331,107,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,4,hours,110,NA,90,NA,NA,10702,NA,nmol/L
336,107,human,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,110,NA,SEM,10703,NA,nmol/L
336,107,human,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,170,NA,NA,10703,NA,nmol/L
336,107,human,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,160,NA,NA,10703,NA,nmol/L
329,108,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,1,hours,35,NA,90,NA,SEM,10701,NA,nmol/L
329,108,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,2,hours,35,NA,80,NA,NA,10701,NA,nmol/L
329,108,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,4,hours,35,NA,80,NA,NA,10701,NA,nmol/L
332,108,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,1,hours,125,NA,145,NA,NA,10702,NA,nmol/L
332,108,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,2,hours,125,NA,143,NA,NA,10702,NA,nmol/L
332,108,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,4,hours,125,NA,165,NA,NA,10702,NA,nmol/L
337,108,human,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,130,NA,SEM,10703,NA,nmol/L
337,108,human,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,170,NA,NA,10703,NA,nmol/L
337,108,human,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,175,NA,NA,10703,NA,nmol/L
330,109,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,1,hours,27,NA,25,NA,SEM,10701,NA,nmol/L
330,109,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,2,hours,27,NA,22,NA,NA,10701,NA,nmol/L
330,109,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,4,hours,27,NA,22,NA,NA,10701,NA,nmol/L
333,109,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,1,hours,120,NA,100,NA,NA,10702,NA,nmol/L
333,109,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,2,hours,120,NA,100,NA,NA,10702,NA,nmol/L
333,109,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,4,hours,120,NA,115,NA,NA,10702,NA,nmol/L
334,110,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,1,hours,19,NA,20,NA,NA,NA,11001,nmol/L
334,110,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,2,hours,19,NA,22,NA,NA,NA,11001,nmol/L
334,110,human,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,TRUE,4,hours,19,NA,15,NA,NA,NA,11001,nmol/L
335,110,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,1,hours,70,NA,100,NA,NA,NA,11001,nmol/L
335,110,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,2,hours,70,NA,100,NA,NA,NA,11001,nmol/L
335,110,human,30100203,Protocatechuic acid,Hydroxybenzoic acids,154,?-glucuronidase and sulfatase,TRUE,4,hours,70,NA,90,NA,NA,NA,11001,nmol/L
341,112,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,150,NA,SEM,NA,11201,ng/mL
341,112,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,100,NA,NA,NA,11201,ng/mL
341,112,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,90,NA,NA,NA,11201,ng/mL
341,112,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11201,ng/mL
341,112,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11201,ng/mL
345,112,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,25,NA,SEM,NA,11201,ng/mL
345,112,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,40,NA,NA,NA,11201,ng/mL
345,112,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,20,NA,NA,NA,11201,ng/mL
345,112,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11201,ng/mL
345,112,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11201,ng/mL
349,112,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,100,NA,SEM,NA,11201,ng/mL
349,112,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,100,NA,NA,NA,11201,ng/mL
349,112,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,50,NA,NA,NA,11201,ng/mL
349,112,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11201,ng/mL
349,112,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11201,ng/mL
353,112,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,0,NA,SEM,NA,11201,ng/mL
353,112,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,15,NA,NA,NA,11201,ng/mL
353,112,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0,NA,NA,NA,11201,ng/mL
353,112,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11201,ng/mL
353,112,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11201,ng/mL
357,112,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,100,NA,SEM,NA,11201,ng/mL
357,112,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,150,NA,NA,NA,11201,ng/mL
357,112,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,75,NA,NA,NA,11201,ng/mL
357,112,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11201,ng/mL
357,112,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11201,ng/mL
361,112,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,0,NA,SEM,NA,11201,ng/mL
361,112,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,15,NA,NA,NA,11201,ng/mL
361,112,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0,NA,NA,NA,11201,ng/mL
361,112,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11201,ng/mL
361,112,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11201,ng/mL
342,113,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,110,NA,SEM,NA,11301,ng/mL
342,113,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,200,NA,NA,NA,11301,ng/mL
342,113,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,200,NA,NA,NA,11301,ng/mL
342,113,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,50,NA,NA,NA,11301,ng/mL
342,113,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11301,ng/mL
346,113,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,50,NA,SEM,NA,11301,ng/mL
346,113,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,55,NA,NA,NA,11301,ng/mL
346,113,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,50,NA,NA,NA,11301,ng/mL
346,113,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11301,ng/mL
346,113,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11301,ng/mL
350,113,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,150,NA,SEM,NA,11301,ng/mL
350,113,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,350,NA,NA,NA,11301,ng/mL
350,113,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,185,NA,NA,NA,11301,ng/mL
350,113,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11301,ng/mL
350,113,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11301,ng/mL
354,113,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,30,NA,SEM,NA,11301,ng/mL
354,113,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,50,NA,NA,NA,11301,ng/mL
354,113,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,40,NA,NA,NA,11301,ng/mL
354,113,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11301,ng/mL
354,113,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11301,ng/mL
358,113,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,300,NA,SEM,NA,11301,ng/mL
358,113,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,375,NA,NA,NA,11301,ng/mL
358,113,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,300,NA,NA,NA,11301,ng/mL
358,113,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11301,ng/mL
358,113,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11301,ng/mL
362,113,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,40,NA,SEM,NA,11301,ng/mL
362,113,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,60,NA,NA,NA,11301,ng/mL
362,113,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,40,NA,NA,NA,11301,ng/mL
362,113,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11301,ng/mL
362,113,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11301,ng/mL
343,114,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,300,NA,SEM,NA,11401,ng/mL
343,114,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,200,NA,NA,NA,11401,ng/mL
343,114,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,150,NA,NA,NA,11401,ng/mL
343,114,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,50,NA,NA,NA,11401,ng/mL
343,114,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11401,ng/mL
347,114,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,75,NA,SEM,NA,11401,ng/mL
347,114,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,60,NA,NA,NA,11401,ng/mL
347,114,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,50,NA,NA,NA,11401,ng/mL
347,114,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0,NA,NA,NA,11401,ng/mL
347,114,rat,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11401,ng/mL
351,114,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,350,NA,SEM,NA,11401,ng/mL
351,114,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,400,NA,NA,NA,11401,ng/mL
351,114,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,375,NA,NA,NA,11401,ng/mL
351,114,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,50,NA,NA,NA,11401,ng/mL
351,114,rat,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11401,ng/mL
355,114,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,70,NA,SEM,NA,11401,ng/mL
355,114,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,125,NA,NA,NA,11401,ng/mL
355,114,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,120,NA,NA,NA,11401,ng/mL
355,114,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,65,NA,NA,NA,11401,ng/mL
355,114,rat,10511603,3'-O-Methylcatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,60,NA,NA,NA,11401,ng/mL
359,114,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,725,NA,SEM,NA,11401,ng/mL
359,114,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,750,NA,NA,NA,11401,ng/mL
359,114,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,725,NA,NA,NA,11401,ng/mL
359,114,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,25,NA,NA,NA,11401,ng/mL
359,114,rat,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0,NA,NA,NA,11401,ng/mL
363,114,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,70,NA,SEM,NA,11401,ng/mL
363,114,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,125,NA,NA,NA,11401,ng/mL
363,114,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,130,NA,NA,NA,11401,ng/mL
363,114,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,100,NA,NA,NA,11401,ng/mL
363,114,rat,10511203,3'-O-Methylepicatechin,Flavanols,304,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,50,NA,NA,NA,11401,ng/mL
365,116,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,None,TRUE,3,minutes,0,NA,75,NA,SD,NA,11601,ng/mL
365,116,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,None,TRUE,3,minutes,0,NA,145,NA,NA,NA,11601,ng/mL
365,116,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,None,TRUE,30,minutes,0,NA,90,NA,NA,NA,11601,ng/mL
365,116,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,None,TRUE,60,minutes,0,NA,25,NA,NA,NA,11601,ng/mL
365,116,rat,30100303,Gallic acid,Hydroxybenzoic acids,170,None,TRUE,240,minutes,0,NA,0,NA,NA,NA,11601,ng/mL
366,116,rat,30108503,Gallic acid ethyl ester,Hydroxybenzoic acids,198,None,TRUE,3,minutes,0,NA,425,NA,SD,NA,11601,ng/mL
366,116,rat,30108503,Gallic acid ethyl ester,Hydroxybenzoic acids,198,None,TRUE,6,minutes,0,NA,475,NA,NA,NA,11601,ng/mL
366,116,rat,30108503,Gallic acid ethyl ester,Hydroxybenzoic acids,198,None,TRUE,20,minutes,0,NA,175,NA,NA,NA,11601,ng/mL
366,116,rat,30108503,Gallic acid ethyl ester,Hydroxybenzoic acids,198,None,TRUE,60,minutes,0,NA,25,NA,NA,NA,11601,ng/mL
366,116,rat,30108503,Gallic acid ethyl ester,Hydroxybenzoic acids,198,None,TRUE,240,minutes,0,NA,10,NA,NA,NA,11601,ng/mL
422,125,human,30100303,Gallic acid,Hydroxybenzoic acids,170,?-glucuronidase and sulfatase,TRUE,2,hours,10,5,7,3,SEM,12501,NA,nmol/L
427,125,human,30109803,4-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,2,hours,50,15,57,17,SEM,12502,NA,nmol/L
433,125,human,30109703,3-O-Methylgallic acid,Hydroxybenzoic acids,184,?-glucuronidase and sulfatase,TRUE,2,hours,26,8,24,7,SEM,12503,NA,nmol/L
439,125,human,100100203,"1,3,5-Trimethoxybenzene",Non-phenolic metabolites,168,?-glucuronidase and sulfatase,TRUE,2,hours,3975,1296,5118,1105,SEM,12504,NA,nmol/L
444,125,human,30103403,Benzoic acid,Hydroxybenzoic acids,122,?-glucuronidase and sulfatase,TRUE,2,hours,14960,1994,10490,2401,SEM,12505,NA,nmol/L
